_id,code_snippets,constraint,description.description_img_source,description.description_text,examples,kebabCaseName,name
63b59a8f8ad4593d6b7b0239,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def numIslands(self, grid: List[List[str]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {character[][]} grid\n * @return {number}\n */\nvar numIslands = function(grid) {\n    \n};""}]","

m == grid.length
n == grid[i].length
1 <= m, n <= 300
grid[i][j] is '0' or '1'.

",null,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands.
An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water.
 
","[{""example_text"":""\nInput: grid = [\n  [\""1\"",\""1\"",\""1\"",\""1\"",\""0\""],\n  [\""1\"",\""1\"",\""0\"",\""1\"",\""0\""],\n  [\""1\"",\""1\"",\""0\"",\""0\"",\""0\""],\n  [\""0\"",\""0\"",\""0\"",\""0\"",\""0\""]\n]\nOutput: 1\n"",""example_img_source"":null},{""example_text"":""\nInput: grid = [\n  [\""1\"",\""1\"",\""0\"",\""0\"",\""0\""],\n  [\""1\"",\""1\"",\""0\"",\""0\"",\""0\""],\n  [\""0\"",\""0\"",\""1\"",\""0\"",\""0\""],\n  [\""0\"",\""0\"",\""0\"",\""1\"",\""1\""]\n]\nOutput: 3\n"",""example_img_source"":null}]",number-of-islands,Number Of Islands
63b59a8f8ad4593d6b7b023a,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""\""\""\""\n# Definition for a Node.\nclass Node:\n    def __init__(self, val = 0, neighbors = None):\n        self.val = val\n        self.neighbors = neighbors if neighbors is not None else []\n\""\""\""\n\nclass Solution:\n    def cloneGraph(self, node: 'Node') -> 'Node':\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * // Definition for a Node.\n * function Node(val, neighbors) {\n *    this.val = val === undefined ? 0 : val;\n *    this.neighbors = neighbors === undefined ? [] : neighbors;\n * };\n */\n\n/**\n * @param {Node} node\n * @return {Node}\n */\nvar cloneGraph = function(node) {\n    \n};""}]","

The number of nodes in the graph is in the range [0, 100].
1 <= Node.val <= 100
Node.val is unique for each node.
There are no repeated edges and no self-loops in the graph.
The Graph is connected and all nodes can be visited starting from the given node.

",null,"Given a reference of a node in a connected undirected graph.
Return a deep copy (clone) of the graph.
Each node in the graph contains a value (int) and a list (List[Node]) of its neighbors.

class Node {
    public int val;
    public List<Node> neighbors;
}

 
Test case format:
For simplicity, each node's value is the same as the node's index (1-indexed). For example, the first node with val == 1, the second node with val == 2, and so on. The graph is represented in the test case using an adjacency list.
An adjacency list is a collection of unordered lists used to represent a finite graph. Each list describes the set of neighbors of a node in the graph.
The given node will always be the first node with val = 1. You must return the copy of the given node as a reference to the cloned graph.
 
","[{""example_text"":""\nInput: adjList = [[2,4],[1,3],[2,4],[1,3]]\nOutput: [[2,4],[1,3],[2,4],[1,3]]\nExplanation: There are 4 nodes in the graph.\n1st node (val = 1)'s neighbors are 2nd node (val = 2) and 4th node (val = 4).\n2nd node (val = 2)'s neighbors are 1st node (val = 1) and 3rd node (val = 3).\n3rd node (val = 3)'s neighbors are 2nd node (val = 2) and 4th node (val = 4).\n4th node (val = 4)'s neighbors are 1st node (val = 1) and 3rd node (val = 3).\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/11/04/133_clone_graph_question.png""},{""example_text"":""\nInput: adjList = [[]]\nOutput: [[]]\nExplanation: Note that the input contains one empty list. The graph consists of only one node with val = 1 and it does not have any neighbors.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/01/07/graph.png""},{""example_text"":""\nInput: adjList = []\nOutput: []\nExplanation: This an empty graph, it does not have any nodes.\n"",""example_img_source"":null}]",clone-graph,Clone Graph
63b59a918ad4593d6b7b023b,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def maxAreaOfIsland(self, grid: List[List[int]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} grid\n * @return {number}\n */\nvar maxAreaOfIsland = function(grid) {\n    \n};""}]","

m == grid.length
n == grid[i].length
1 <= m, n <= 50
grid[i][j] is either 0 or 1.

",null,"You are given an m x n binary matrix grid. An island is a group of 1's (representing land) connected 4-directionally (horizontal or vertical.) You may assume all four edges of the grid are surrounded by water.
The area of an island is the number of cells with a value 1 in the island.
Return the maximum area of an island in grid. If there is no island, return 0.
 
","[{""example_text"":""\nInput: grid = [[0,0,1,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,1,1,1,0,0,0],[0,1,1,0,1,0,0,0,0,0,0,0,0],[0,1,0,0,1,1,0,0,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,1,1,0,0],[0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,1,1,1,0,0,0],[0,0,0,0,0,0,0,1,1,0,0,0,0]]\nOutput: 6\nExplanation: The answer is not 11, because the island must be connected 4-directionally.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/05/01/maxarea1-grid.jpg""},{""example_text"":""\nInput: grid = [[0,0,0,0,0,0,0,0]]\nOutput: 0\n"",""example_img_source"":null}]",max-area-of-island,Max Area Of Island
63b59a928ad4593d6b7b023c,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def pacificAtlantic(self, heights: List[List[int]]) -> List[List[int]]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} heights\n * @return {number[][]}\n */\nvar pacificAtlantic = function(heights) {\n    \n};""}]","

m == heights.length
n == heights[r].length
1 <= m, n <= 200
0 <= heights[r][c] <= 105

",null,"There is an m x n rectangular island that borders both the Pacific Ocean and Atlantic Ocean. The Pacific Ocean touches the island's left and top edges, and the Atlantic Ocean touches the island's right and bottom edges.
The island is partitioned into a grid of square cells. You are given an m x n integer matrix heights where heights[r][c] represents the height above sea level of the cell at coordinate (r, c).
The island receives a lot of rain, and the rain water can flow to neighboring cells directly north, south, east, and west if the neighboring cell's height is less than or equal to the current cell's height. Water can flow from any cell adjacent to an ocean into the ocean.
Return a 2D list of grid coordinates result where result[i] = [ri, ci] denotes that rain water can flow from cell (ri, ci) to both the Pacific and Atlantic oceans.
 
","[{""example_text"":""\nInput: heights = [[1,2,2,3,5],[3,2,3,4,4],[2,4,5,3,1],[6,7,1,4,5],[5,1,1,2,4]]\nOutput: [[0,4],[1,3],[1,4],[2,2],[3,0],[3,1],[4,0]]\nExplanation: The following cells can flow to the Pacific and Atlantic oceans, as shown below:\n[0,4]: [0,4] -> Pacific Ocean \n       [0,4] -> Atlantic Ocean\n[1,3]: [1,3] -> [0,3] -> Pacific Ocean \n       [1,3] -> [1,4] -> Atlantic Ocean\n[1,4]: [1,4] -> [1,3] -> [0,3] -> Pacific Ocean \n       [1,4] -> Atlantic Ocean\n[2,2]: [2,2] -> [1,2] -> [0,2] -> Pacific Ocean \n       [2,2] -> [2,3] -> [2,4] -> Atlantic Ocean\n[3,0]: [3,0] -> Pacific Ocean \n       [3,0] -> [4,0] -> Atlantic Ocean\n[3,1]: [3,1] -> [3,0] -> Pacific Ocean \n       [3,1] -> [4,1] -> Atlantic Ocean\n[4,0]: [4,0] -> Pacific Ocean \n       [4,0] -> Atlantic Ocean\nNote that there are other possible paths for these cells to flow to the Pacific and Atlantic oceans.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/06/08/waterflow-grid.jpg""},{""example_text"":""\nInput: heights = [[1]]\nOutput: [[0,0]]\nExplanation: The water can flow from the only cell to the Pacific and Atlantic oceans.\n"",""example_img_source"":null}]",pacific-atlantic-water-flow,Pacific Atlantic Water Flow
63b59a938ad4593d6b7b023d,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def solve(self, board: List[List[str]]) -> None:\n        \""\""\""\n        Do not return anything, modify board in-place instead.\n        \""\""\""\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {character[][]} board\n * @return {void} Do not return anything, modify board in-place instead.\n */\nvar solve = function(board) {\n    \n};""}]","

m == board.length
n == board[i].length
1 <= m, n <= 200
board[i][j] is 'X' or 'O'.

",null,"Given an m x n matrix board containing 'X' and 'O', capture all regions that are 4-directionally surrounded by 'X'.
A region is captured by flipping all 'O's into 'X's in that surrounded region.
 
","[{""example_text"":""\nInput: board = [[\""X\"",\""X\"",\""X\"",\""X\""],[\""X\"",\""O\"",\""O\"",\""X\""],[\""X\"",\""X\"",\""O\"",\""X\""],[\""X\"",\""O\"",\""X\"",\""X\""]]\nOutput: [[\""X\"",\""X\"",\""X\"",\""X\""],[\""X\"",\""X\"",\""X\"",\""X\""],[\""X\"",\""X\"",\""X\"",\""X\""],[\""X\"",\""O\"",\""X\"",\""X\""]]\nExplanation: Notice that an 'O' should not be flipped if:\n- It is on the border, or\n- It is adjacent to an 'O' that should not be flipped.\nThe bottom 'O' is on the border, so it is not flipped.\nThe other three 'O' form a surrounded region, so they are flipped.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/02/19/xogrid.jpg""},{""example_text"":""\nInput: board = [[\""X\""]]\nOutput: [[\""X\""]]\n"",""example_img_source"":null}]",surrounded-regions,Surrounded Regions
63b59a948ad4593d6b7b023e,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def orangesRotting(self, grid: List[List[int]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} grid\n * @return {number}\n */\nvar orangesRotting = function(grid) {\n    \n};""}]","

m == grid.length
n == grid[i].length
1 <= m, n <= 10
grid[i][j] is 0, 1, or 2.

",null,"You are given an m x n grid where each cell can have one of three values:

0 representing an empty cell,
1 representing a fresh orange, or
2 representing a rotten orange.

Every minute, any fresh orange that is 4-directionally adjacent to a rotten orange becomes rotten.
Return the minimum number of minutes that must elapse until no cell has a fresh orange. If this is impossible, return -1.
 
","[{""example_text"":""\nInput: grid = [[2,1,1],[1,1,0],[0,1,1]]\nOutput: 4\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/02/16/oranges.png""},{""example_text"":""\nInput: grid = [[2,1,1],[0,1,1],[1,0,1]]\nOutput: -1\nExplanation: The orange in the bottom left corner (row 2, column 0) is never rotten, because rotting only happens 4-directionally.\n"",""example_img_source"":null},{""example_text"":""\nInput: grid = [[0,2]]\nOutput: 0\nExplanation: Since there are already no fresh oranges at minute 0, the answer is just 0.\n"",""example_img_source"":null}]",rotting-oranges,Rotting Oranges
63b59a958ad4593d6b7b023f,,,,,,walls-and-gates,Walls And Gates
63b59a968ad4593d6b7b0240,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def canFinish(self, numCourses: int, prerequisites: List[List[int]]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} numCourses\n * @param {number[][]} prerequisites\n * @return {boolean}\n */\nvar canFinish = function(numCourses, prerequisites) {\n    \n};""}]","

1 <= numCourses <= 2000
0 <= prerequisites.length <= 5000
prerequisites[i].length == 2
0 <= ai, bi < numCourses
All the pairs prerequisites[i] are unique.

",null,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai.

For example, the pair [0, 1], indicates that to take course 0 you have to first take course 1.

Return true if you can finish all courses. Otherwise, return false.
 
","[{""example_text"":""\nInput: numCourses = 2, prerequisites = [[1,0]]\nOutput: true\nExplanation: There are a total of 2 courses to take. \nTo take course 1 you should have finished course 0. So it is possible.\n"",""example_img_source"":null},{""example_text"":""\nInput: numCourses = 2, prerequisites = [[1,0],[0,1]]\nOutput: false\nExplanation: There are a total of 2 courses to take. \nTo take course 1 you should have finished course 0, and to take course 0 you should also have finished course 1. So it is impossible.\n"",""example_img_source"":null}]",course-schedule,Course Schedule
63b59a978ad4593d6b7b0241,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findOrder(self, numCourses: int, prerequisites: List[List[int]]) -> List[int]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} numCourses\n * @param {number[][]} prerequisites\n * @return {number[]}\n */\nvar findOrder = function(numCourses, prerequisites) {\n    \n};""}]","

1 <= numCourses <= 2000
0 <= prerequisites.length <= numCourses * (numCourses - 1)
prerequisites[i].length == 2
0 <= ai, bi < numCourses
ai != bi
All the pairs [ai, bi] are distinct.

",null,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai.

For example, the pair [0, 1], indicates that to take course 0 you have to first take course 1.

Return the ordering of courses you should take to finish all courses. If there are many valid answers, return any of them. If it is impossible to finish all courses, return an empty array.
 
","[{""example_text"":""\nInput: numCourses = 2, prerequisites = [[1,0]]\nOutput: [0,1]\nExplanation: There are a total of 2 courses to take. To take course 1 you should have finished course 0. So the correct course order is [0,1].\n"",""example_img_source"":null},{""example_text"":""\nInput: numCourses = 4, prerequisites = [[1,0],[2,0],[3,1],[3,2]]\nOutput: [0,2,1,3]\nExplanation: There are a total of 4 courses to take. To take course 3 you should have finished both courses 1 and 2. Both courses 1 and 2 should be taken after you finished course 0.\nSo one correct course order is [0,1,2,3]. Another correct ordering is [0,2,1,3].\n"",""example_img_source"":null},{""example_text"":""\nInput: numCourses = 1, prerequisites = []\nOutput: [0]\n"",""example_img_source"":null}]",course-schedule-ii,Course Schedule Ii
63b59a988ad4593d6b7b0242,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findRedundantConnection(self, edges: List[List[int]]) -> List[int]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} edges\n * @return {number[]}\n */\nvar findRedundantConnection = function(edges) {\n    \n};""}]","

n == edges.length
3 <= n <= 1000
edges[i].length == 2
1 <= ai < bi <= edges.length
ai != bi
There are no repeated edges.
The given graph is connected.

",null,"In this problem, a tree is an undirected graph that is connected and has no cycles.
You are given a graph that started as a tree with n nodes labeled from 1 to n, with one additional edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The graph is represented as an array edges of length n where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the graph.
Return an edge that can be removed so that the resulting graph is a tree of n nodes. If there are multiple answers, return the answer that occurs last in the input.
 
","[{""example_text"":""\nInput: edges = [[1,2],[1,3],[2,3]]\nOutput: [2,3]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/05/02/reduntant1-1-graph.jpg""},{""example_text"":""\nInput: edges = [[1,2],[2,3],[3,4],[1,4],[1,5]]\nOutput: [1,4]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/05/02/reduntant1-2-graph.jpg""}]",redundant-connection,Redundant Connection
63b59a998ad4593d6b7b0243,,,,,,number-of-connected-components-in-an-undirected-graph,Number Of Connected Components In An Undirected Graph
63b59a9b8ad4593d6b7b0244,,,,,,graph-valid-tree,Graph Valid Tree
63b59a9c8ad4593d6b7b0245,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def ladderLength(self, beginWord: str, endWord: str, wordList: List[str]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} beginWord\n * @param {string} endWord\n * @param {string[]} wordList\n * @return {number}\n */\nvar ladderLength = function(beginWord, endWord, wordList) {\n    \n};""}]","

1 <= beginWord.length <= 10
endWord.length == beginWord.length
1 <= wordList.length <= 5000
wordList[i].length == beginWord.length
beginWord, endWord, and wordList[i] consist of lowercase English letters.
beginWord != endWord
All the words in wordList are unique.

",null,"A transformation sequence from word beginWord to word endWord using a dictionary wordList is a sequence of words beginWord -> s1 -> s2 -> ... -> sk such that:

Every adjacent pair of words differs by a single letter.
Every si for 1 <= i <= k is in wordList. Note that beginWord does not need to be in wordList.
sk == endWord

Given two words, beginWord and endWord, and a dictionary wordList, return the number of words in the shortest transformation sequence from beginWord to endWord, or 0 if no such sequence exists.
 
","[{""example_text"":""\nInput: beginWord = \""hit\"", endWord = \""cog\"", wordList = [\""hot\"",\""dot\"",\""dog\"",\""lot\"",\""log\"",\""cog\""]\nOutput: 5\nExplanation: One shortest transformation sequence is \""hit\"" -> \""hot\"" -> \""dot\"" -> \""dog\"" -> cog\"", which is 5 words long.\n"",""example_img_source"":null},{""example_text"":""\nInput: beginWord = \""hit\"", endWord = \""cog\"", wordList = [\""hot\"",\""dot\"",\""dog\"",\""lot\"",\""log\""]\nOutput: 0\nExplanation: The endWord \""cog\"" is not in wordList, therefore there is no valid transformation sequence.\n"",""example_img_source"":null}]",word-ladder,Word Ladder
63b59a9d8ad4593d6b7b0246,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findItinerary(self, tickets: List[List[str]]) -> List[str]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string[][]} tickets\n * @return {string[]}\n */\nvar findItinerary = function(tickets) {\n    \n};""}]","

1 <= tickets.length <= 300
tickets[i].length == 2
fromi.length == 3
toi.length == 3
fromi and toi consist of uppercase English letters.
fromi != toi

",null,"You are given a list of airline tickets where tickets[i] = [fromi, toi] represent the departure and the arrival airports of one flight. Reconstruct the itinerary in order and return it.
All of the tickets belong to a man who departs from ""JFK"", thus, the itinerary must begin with ""JFK"". If there are multiple valid itineraries, you should return the itinerary that has the smallest lexical order when read as a single string.

For example, the itinerary [""JFK"", ""LGA""] has a smaller lexical order than [""JFK"", ""LGB""].

You may assume all tickets form at least one valid itinerary. You must use all the tickets once and only once.
 
","[{""example_text"":""\nInput: tickets = [[\""MUC\"",\""LHR\""],[\""JFK\"",\""MUC\""],[\""SFO\"",\""SJC\""],[\""LHR\"",\""SFO\""]]\nOutput: [\""JFK\"",\""MUC\"",\""LHR\"",\""SFO\"",\""SJC\""]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/03/14/itinerary1-graph.jpg""},{""example_text"":""\nInput: tickets = [[\""JFK\"",\""SFO\""],[\""JFK\"",\""ATL\""],[\""SFO\"",\""ATL\""],[\""ATL\"",\""JFK\""],[\""ATL\"",\""SFO\""]]\nOutput: [\""JFK\"",\""ATL\"",\""JFK\"",\""SFO\"",\""ATL\"",\""SFO\""]\nExplanation: Another possible reconstruction is [\""JFK\"",\""SFO\"",\""ATL\"",\""JFK\"",\""ATL\"",\""SFO\""] but it is larger in lexical order.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/03/14/itinerary2-graph.jpg""}]",reconstruct-itinerary,Reconstruct Itinerary
63b59a9e8ad4593d6b7b0247,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def minCostConnectPoints(self, points: List[List[int]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} points\n * @return {number}\n */\nvar minCostConnectPoints = function(points) {\n    \n};""}]","

1 <= points.length <= 1000
-106 <= xi, yi <= 106
All pairs (xi, yi) are distinct.

",null,"You are given an array points representing integer coordinates of some points on a 2D-plane, where points[i] = [xi, yi].
The cost of connecting two points [xi, yi] and [xj, yj] is the manhattan distance between them: |xi - xj| + |yi - yj|, where |val| denotes the absolute value of val.
Return the minimum cost to make all points connected. All points are connected if there is exactly one simple path between any two points.
 
","[{""example_text"":""\nInput: points = [[0,0],[2,2],[3,10],[5,2],[7,0]]\nOutput: 20\nExplanation: \n\nWe can connect the points as shown above to get the minimum cost of 20.\nNotice that there is a unique path between every pair of points.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/08/26/d.png""},{""example_text"":""\nInput: points = [[3,12],[-2,5],[-4,1]]\nOutput: 18\n"",""example_img_source"":null}]",min-cost-to-connect-all-points,Min Cost To Connect All Points
63b59a9f8ad4593d6b7b0248,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def networkDelayTime(self, times: List[List[int]], n: int, k: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} times\n * @param {number} n\n * @param {number} k\n * @return {number}\n */\nvar networkDelayTime = function(times, n, k) {\n    \n};""}]","

1 <= k <= n <= 100
1 <= times.length <= 6000
times[i].length == 3
1 <= ui, vi <= n
ui != vi
0 <= wi <= 100
All the pairs (ui, vi) are unique. (i.e., no multiple edges.)

",null,"You are given a network of n nodes, labeled from 1 to n. You are also given times, a list of travel times as directed edges times[i] = (ui, vi, wi), where ui is the source node, vi is the target node, and wi is the time it takes for a signal to travel from source to target.
We will send a signal from a given node k. Return the minimum time it takes for all the n nodes to receive the signal. If it is impossible for all the n nodes to receive the signal, return -1.
 
","[{""example_text"":""\nInput: times = [[2,1,1],[2,3,1],[3,4,1]], n = 4, k = 2\nOutput: 2\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2019/05/23/931_example_1.png""},{""example_text"":""\nInput: times = [[1,2,1]], n = 2, k = 1\nOutput: 1\n"",""example_img_source"":null},{""example_text"":""\nInput: times = [[1,2,1]], n = 2, k = 2\nOutput: -1\n"",""example_img_source"":null}]",network-delay-time,Network Delay Time
63b59aa08ad4593d6b7b0249,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def swimInWater(self, grid: List[List[int]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} grid\n * @return {number}\n */\nvar swimInWater = function(grid) {\n    \n};""}]","

n == grid.length
n == grid[i].length
1 <= n <= 50
0 <= grid[i][j] < n2
Each value grid[i][j] is unique.

",null,"You are given an n x n integer matrix grid where each value grid[i][j] represents the elevation at that point (i, j).
The rain starts to fall. At time t, the depth of the water everywhere is t. You can swim from a square to another 4-directionally adjacent square if and only if the elevation of both squares individually are at most t. You can swim infinite distances in zero time. Of course, you must stay within the boundaries of the grid during your swim.
Return the least time until you can reach the bottom right square (n - 1, n - 1) if you start at the top left square (0, 0).
 
","[{""example_text"":""\nInput: grid = [[0,2],[1,3]]\nOutput: 3\nExplanation:\nAt time 0, you are in grid location (0, 0).\nYou cannot go anywhere else because 4-directionally adjacent neighbors have a higher elevation than t = 0.\nYou cannot reach point (1, 1) until time 3.\nWhen the depth of water is 3, we can swim anywhere inside the grid.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/06/29/swim1-grid.jpg""},{""example_text"":""\nInput: grid = [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]]\nOutput: 16\nExplanation: The final route is shown.\nWe need to wait until time 16 so that (0, 0) and (4, 4) are connected.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/06/29/swim2-grid-1.jpg""}]",swim-in-rising-water,Swim In Rising Water
63b59aa08ad4593d6b7b024a,,,,,,alien-dictionary,Alien Dictionary
63b59aa18ad4593d6b7b024b,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findCheapestPrice(self, n: int, flights: List[List[int]], src: int, dst: int, k: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} n\n * @param {number[][]} flights\n * @param {number} src\n * @param {number} dst\n * @param {number} k\n * @return {number}\n */\nvar findCheapestPrice = function(n, flights, src, dst, k) {\n    \n};""}]","

1 <= n <= 100
0 <= flights.length <= (n * (n - 1) / 2)
flights[i].length == 3
0 <= fromi, toi < n
fromi != toi
1 <= pricei <= 104
There will not be any multiple flights between two cities.
0 <= src, dst, k < n
src != dst

",null,"There are n cities connected by some number of flights. You are given an array flights where flights[i] = [fromi, toi, pricei] indicates that there is a flight from city fromi to city toi with cost pricei.
You are also given three integers src, dst, and k, return the cheapest price from src to dst with at most k stops. If there is no such route, return -1.
 
","[{""example_text"":""\nInput: n = 4, flights = [[0,1,100],[1,2,100],[2,0,100],[1,3,600],[2,3,200]], src = 0, dst = 3, k = 1\nOutput: 700\nExplanation:\nThe graph is shown above.\nThe optimal path with at most 1 stop from city 0 to 3 is marked in red and has cost 100 + 600 = 700.\nNote that the path through cities [0,1,2,3] is cheaper but is invalid because it uses 2 stops.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-3drawio.png""},{""example_text"":""\nInput: n = 3, flights = [[0,1,100],[1,2,100],[0,2,500]], src = 0, dst = 2, k = 1\nOutput: 200\nExplanation:\nThe graph is shown above.\nThe optimal path with at most 1 stop from city 0 to 2 is marked in red and has cost 100 + 100 = 200.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-1drawio.png""},{""example_text"":""\nInput: n = 3, flights = [[0,1,100],[1,2,100],[0,2,500]], src = 0, dst = 2, k = 0\nOutput: 500\nExplanation:\nThe graph is shown above.\nThe optimal path with no stops from city 0 to 2 is marked in red and has cost 500.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-2drawio.png""}]",cheapest-flights-within-k-stops,Cheapest Flights Within K Stops
63b59aa28ad4593d6b7b024c,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def checkValidString(self, s: str) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @return {boolean}\n */\nvar checkValidString = function(s) {\n    \n};""}]","

1 <= s.length <= 100
s[i] is '(', ')' or '*'.

",null,"Given a string s containing only three types of characters: '(', ')' and '*', return true if s is valid.
The following rules define a valid string:

Any left parenthesis '(' must have a corresponding right parenthesis ')'.
Any right parenthesis ')' must have a corresponding left parenthesis '('.
Left parenthesis '(' must go before the corresponding right parenthesis ')'.
'*' could be treated as a single right parenthesis ')' or a single left parenthesis '(' or an empty string """".

 
","[{""example_text"":""Input: s = \""()\""\nOutput: true\n"",""example_img_source"":null},{""example_text"":""Input: s = \""(*)\""\nOutput: true\n"",""example_img_source"":null},{""example_text"":""Input: s = \""(*))\""\nOutput: true\n"",""example_img_source"":null}]",valid-parenthesis-string,Valid Parenthesis String
63b59aa38ad4593d6b7b024d,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def insert(self, intervals: List[List[int]], newInterval: List[int]) -> List[List[int]]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} intervals\n * @param {number[]} newInterval\n * @return {number[][]}\n */\nvar insert = function(intervals, newInterval) {\n    \n};""}]","

0 <= intervals.length <= 104
intervals[i].length == 2
0 <= starti <= endi <= 105
intervals is sorted by starti in ascending order.
newInterval.length == 2
0 <= start <= end <= 105

",null,"You are given an array of non-overlapping intervals intervals where intervals[i] = [starti, endi] represent the start and the end of the ith interval and intervals is sorted in ascending order by starti. You are also given an interval newInterval = [start, end] that represents the start and end of another interval.
Insert newInterval into intervals such that intervals is still sorted in ascending order by starti and intervals still does not have any overlapping intervals (merge overlapping intervals if necessary).
Return intervals after the insertion.
 
","[{""example_text"":""\nInput: intervals = [[1,3],[6,9]], newInterval = [2,5]\nOutput: [[1,5],[6,9]]\n"",""example_img_source"":null},{""example_text"":""\nInput: intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]\nOutput: [[1,2],[3,10],[12,16]]\nExplanation: Because the new interval [4,8] overlaps with [3,5],[6,7],[8,10].\n"",""example_img_source"":null}]",insert-interval,Insert Interval
